sep_index,pp_index,cdaw_sep_id,timestamp,cdaw_start_time,cdaw_max_time,cdaw_evn_max,cme_id,cme_launch_time,cme_1st_app_time,lasco_cme_width,p_cme_width,lasco_linear_speed,p_cme_speed,fl_id,fl_start_time,fl_peak_time,fl_rise_time,fl_lon,fl_lat,fl_goes_class,noaa_ar,noaa_ar_uncertain,harpnum,noaa_pf10MeV,ppf_gt10MeV,ppf_gt30MeV,ppf_gt60MeV,ppf_gt100MeV,fluence_gt10MeV,fluence_gt30MeV,fluence_gt60MeV,fluence_gt100MeV,gsep_pf_gt10MeV,gsep_max_time,gsep_fluence_gt10MeV,m_type2_onset_time,dh_type2_onset_time,start_fr,noaa-sep_flag,Inst_category,Comments,Notes,Fe_e_p_shock_notes,gsep_notes,slice_start,slice_end,Flag
gsep_124_1,,,1992-10-06 13:45:00,,,,,,,,,,,,1992-10-05 15:09:00,1992-10-05 15:22:00,13,-32,10,M1.4,7305,FALSE,,,,,,,,,,,0.794,1992-10-08 08:50:00,345382,,,,0,P,,,,Flare data from LMSAL-HEK,1992-10-06 01:45:00,1992-10-08 13:40:00,0
gsep_125,psep_130,,1992-10-30 19:20:00,,,,,,,,,,,,1992-10-30 17:02:00,1992-10-30 17:30:00,28,61,-22,X1.7,7321,FALSE,,2700,1962.07,363.46,42.12,6.72,157000000,20600000.0,2040000.0,292000.0,2680.0,1992-10-31 07:10:00,2572855056,,,,1,P,,,,AR & Flare location from Kurt et al. (2004),1992-10-30 07:20:00,1992-11-01 12:05:00,1
gsep_126,psep_131,,1992-11-02 03:10:00,,,,,,,,,,,,1992-11-02 02:31:00,1992-11-02 03:08:00,4,90,-23,X9.0,7321,FALSE,,,904.72,301.43,137.96,65.74,56600000,14300000.0,4540000.0,1730000.0,1060.0,1992-11-02 09:10:00,756357658,,,,0,P,Taken by 4,,,AR & Flare location from Kurt et al. (2004) and LMSAL-HEK,1992-11-01 15:10:00,1992-11-03 12:50:00,1
gsep_127,psep_132,,1992-11-23 20:50:00,,,,,,,,,,,,1992-11-23 20:18:00,1992-11-23 20:29:00,11,89,-8,M4.4,7342,FALSE,,,2.73,,,,170000,,,,2.84,1992-11-23 22:15:00,425537,,,,0,P,,,,AR from LMSAL-HEK,1992-11-23 08:50:00,1992-11-24 05:50:00,0
gsep_128,psep_133,,1992-11-29 10:40:00,,,,,,,,,,,,1992-11-29 08:15:00,1992-11-29 08:58:00,43,,,C9.1,,TRUE,,,7.76,1.12,,,420000,167000.0,,,8.57,1992-11-29 15:20:00,2258434,,,,0,P,,,,Flare location unavailable,1992-11-28 22:40:00,1992-11-30 03:00:00,0
gsep_129,psep_134,,1993-03-04 15:05:00,,,,,,,,,,,,1993-03-04 12:14:00,1993-03-04 12:22:00,8,55,-13,C8.1,7434,FALSE,,17,14.22,3.43,1.35,0.61,671000,199000.0,99200.0,55800.0,17.1,1993-03-04 16:15:00,5059560,,,,1,P,,Brief data gap,,AR & Flare location from Kurt et al. (2004),1993-03-04 03:05:00,1993-03-05 05:20:00,1
gsep_130,psep_135,,1993-03-07 04:45:00,,,,,,,,,,,,1993-03-06 20:14:00,1993-03-06 20:33:00,19,-29,-4,M7.7,7440,FALSE,,,9.73,1.61,,,770000,232000.0,,,10.8,1993-03-07 07:10:00,3367737,,,,0,P,,Brief data gap,,AR from LMSAL-HEK,1993-03-06 16:45:00,1993-03-07 18:15:00,1
gsep_131,psep_136,,1993-03-12 20:10:00,,,,,,,,,,,,1993-03-12 17:03:00,1993-03-12 18:01:00,58,48,-3,M7.0,7440,FALSE,,44,35.13,7.67,2.87,1.32,1640000,357000.0,148000.0,75900.0,44.0,1993-03-13 01:55:00,18948252,,,,1,P,,Brief data gap,,AR & Flare location from Kurt et al. (2004),1993-03-12 08:10:00,1993-03-13 15:30:00,1
gsep_131_1,,,1993-05-14 23:10:00,,,,,,,,,,,,1993-05-14 21:54:00,1993-05-14 22:53:00,59,48,20,M4.4,7500,FALSE,,,,,,,,,,,4.2,1993-05-15 01:40:00,726494,,,,0,P,,,,Flare data from LMSAL-HEK,1993-05-14 11:10:00,1993-05-15 11:40:00,0
gsep_132,psep_137,,1993-06-07 15:15:00,,,,,,,,,,,,1993-06-07 13:54:00,1993-06-07 14:22:00,28,30,-10,M5.4,7518,FALSE,,,5.66,1.74,,,247000,93300.0,,,6.18,1993-06-07 18:35:00,1738608,,,,0,P,,Brief data gap,,AR from LMSAL-HEK,1993-06-07 03:15:00,1993-06-08 02:00:00,0
gsep_132_1,,,1993-09-25 04:10:00,,,,,,,,,,,,1993-09-24 16:56:00,1993-09-24 16:58:00,2,,,,7585,FALSE,,,,,,,,,,,1.42,1993-09-25 06:20:00,439801,,,,0,P,,,,Flare data from LMSAL-HEK,1993-09-24 16:10:00,1993-09-25 16:45:00,0
gsep_133,psep_138,,1994-02-20 03:05:00,,,,,,,,,,,,1994-02-20 01:38:00,1994-02-20 01:41:00,3,2,9,M4.0,7671,FALSE,,10000,8447.91,16.54,1.02,0.45,65400000,452000.0,146000.0,85500.0,10200.0,1994-02-21 09:00:00,981707492,,,,1,P,,,,AR & Flare location from Kurt et al. (2004); Data corrected for spike,1994-02-19 15:05:00,1994-02-21 16:45:00,1
gsep_134,psep_139,,1994-10-20 00:30:00,,,,,,,,,,,,1994-10-19 22:35:00,1994-10-19 23:13:00,38,24,12,M3.2,7790,FALSE,,35,30.26,2.66,0.93,0.45,1150000,171000.0,86900.0,50600.0,34.9,1994-10-20 03:40:00,12874624,,,,1,P,,Spike,,AR & Flare location from Kurt et al. (2004); Data corrected for spike,1994-10-19 12:30:00,1994-10-20 18:45:00,1
gsep_135,psep_140,,1995-10-20 08:25:00,,,,,,,,,,,,1995-10-20 05:54:00,1995-10-20 05:58:00,4,53,-11,M1.5,7912,FALSE,,63,46.97,4.76,1.19,,1870000,417000.0,208000.0,,62.7,1995-10-20 12:10:00,22052661,,,,1,P,,,,AR & Flare location from Kurt et al. (2004); Data corrected for spike,1995-10-19 20:25:00,1995-10-21 07:35:00,1
gsep_136,psep_141,cdaw_sep_001,1997-11-04 08:30:00,1997-11-04 06:40:00,1997-11-04 11:20:00,72,lasco_509,1997-11-04 05:11:32,1997-11-04 06:10:00,360,360,785,785,gid_soho_158,1997-11-04 05:52:00,1997-11-04 05:58:00,6,33,-14,X2.1,8100,FALSE,,72,54.49,16.38,4.88,1.51,2630000,717000,261000,113000,67.1,1997-11-04 13:00:00,24553809,1997-11-04 05:58:00,1997-11-04 06:00:00,14000,1,P,,,Fe-rich; ;p-rich; ,,1997-11-03 20:30:00,1997-11-05 02:55:00,1
gsep_137,psep_142,cdaw_sep_002,1997-11-06 13:05:00,1997-11-06 12:30:00,1997-11-07 02:55:00,495,lasco_521,1997-11-06 11:30:00,1997-11-06 12:10:00,360,360,1556,1556,gid_soho_181,1997-11-06 11:49:00,1997-11-06 11:55:00,6,63,-18,X9.4,8100,TRUE,,495,437.32,159.11,62.19,25.58,33200000,9940000,3230000,1130000,532.0,1997-11-07 03:00:00,418249780,1997-11-06 11:53:00,1997-11-06 12:20:00,14000,1,P,,,Fe-rich; ;p-rich; ,,1997-11-06 01:05:00,1997-11-08 06:00:00,1
gsep_137_1,,,1997-11-13 23:00:00,,,,,,1997-11-13 22:26:00,288,,546,,,,,,,,,,TRUE,,,,,,,,,,,2.55,1997-11-14 02:25:00,922644,,,,0,P,,,,Backside event,1997-11-13 11:00:00,1997-11-14 20:00:00,0
gsep_138,psep_143,cdaw_sep_003,1998-04-20 14:05:00,1998-04-20 11:15:00,1998-04-21 12:10:00,1700,lasco_878,1998-04-20 09:49:35,1998-04-20 10:07:00,243,150,1863,1863,gid_soho_547,1998-04-20 09:38:00,1998-04-20 10:21:00,43,119,-17,M1.4,8202,TRUE,,1700,1212.01,229.26,23.91,2.58,97400000,16900000,1830000,337000,1610.0,1998-04-21 11:45:00,1557756330,1998-04-20 09:56:00,1998-04-20 10:25:00,10000,1,P,,,Fe-poor; ;p-rich; no shock passage,,1998-04-20 02:05:00,1998-04-23 05:40:00,1
gsep_139,psep_144,,1998-04-29 17:30:00,,,,lasco_901,1998-04-29 16:22:07,1998-04-29 16:58:54,360,360,1374,1374,gid_soho_557,1998-04-29 16:06:00,1998-04-29 16:37:00,31,-20,-18,M6.8,8210,FALSE,,,3.58,,,,570000,,,,2.51,1998-04-30 17:20:00,2092392,,1998-04-29 16:30:00,10000,0,P,,,Fe-poor; ; ; slow rise-peak at the shock,Type II Radio burst From CDAW list,1998-04-29 05:30:00,1998-05-01 11:10:00,0
gsep_140,psep_145,cdaw_sep_004,1998-05-02 14:10:00,1998-05-02 14:00:00,1998-05-02 16:50:00,146,lasco_910,1998-05-02 13:07:02,1998-05-02 14:06:00,360,360,938,938,gid_soho_569,1998-05-02 13:31:00,1998-05-02 13:42:00,11,15,-15,X1.1,8210,FALSE,,146,121.9,39.13,13.69,5.5,4540000,1470000,533000,217000,149.0,1998-05-02 16:55:00,38232894,1998-05-02 13:41:00,1998-05-02 14:25:00,5000,1,P,,,Fe-rich; ;p-rich; ,,1998-05-02 02:10:00,1998-05-03 04:25:00,1
gsep_141,psep_146,cdaw_sep_005,1998-05-06 08:40:00,1998-05-06 08:25:00,1998-05-06 09:45:00,207,lasco_923,1998-05-06 07:49:51,1998-05-06 08:29:00,190,248,1099,792,gid_soho_601,1998-05-06 07:58:00,1998-05-06 08:09:00,11,65,-11,X2.7,8210,TRUE,,207,173.59,33.53,8.16,2.45,2760000,667000,236000,103000,239.0,1998-05-06 09:45:00,23505019,1998-05-06 08:05:00,1998-05-06 08:25:00,14000,1,P,,,Fe-rich; ;p-rich; ,,1998-05-05 20:40:00,1998-05-06 14:35:00,1
gsep_142,psep_147,cdaw_sep_006,1998-05-09 23:30:00,1998-05-09 06:20:00,1998-05-09 23:05:00,11,lasco_941,1998-05-09 03:20:37,1998-05-09 03:35:00,178,178,2331,2331,gid_soho_629,1998-05-09 03:04:00,1998-05-09 03:40:00,36,102,-11,M7.7,8210,TRUE,,11,10.49,2.33,,,902000,331000,,,12.3,1998-05-10 00:20:00,3550917,1998-05-09 03:26:00,1998-05-09 03:35:00,9000,1,P,,,Fe-rich; ;p-rich; ,,1998-05-09 11:30:00,1998-05-10 14:50:00,1
gsep_143,psep_148,,1998-06-16 21:00:00,,,,lasco_1094,1998-06-16 17:50:27,1998-06-16 18:27:05,281,100,1484,1484,gid_soho_749,1998-06-16 18:03:00,1998-06-16 18:42:00,39,115,17,M1.0,,TRUE,,,3.38,1.54,,,748000,417000,,,2.21,1998-06-18 03:35:00,2082733,,1998-06-16 18:20:00,12000,0,P,,,,Type II Radio burst From CDAW list,1998-06-16 09:00:00,1998-06-18 12:30:00,0
gsep_144,psep_149,,1998-08-23 00:40:00,,,,,,,,,, ,,1998-08-21 23:57:00,1998-08-22 00:09:00,11,-51,42,M9.0,8307,FALSE,,,4.16,,,,684000,,,,3.39,1998-08-23 06:35:00,1507399,,,,0,P,,,,Flare location verified by SRAG-SEP List,1998-08-22 12:40:00,1998-08-23 15:30:00,0
gsep_145,psep_150,cdaw_sep_007,1998-08-24 23:55:00,1998-08-24 23:10:00,1998-08-26 10:55:00,187,,,,,,,,gid_soho_1088,1998-08-24 21:50:00,1998-08-24 22:12:00,22,-9,35,X1.0,8307,FALSE,,665,475.22,26.87,5.88,2.27,33500000,3020000,690000,276000,665.0,1998-08-26 10:55:00,535326634,1998-08-24 22:03:00,,,1,P,,,Fe-rich; ;p-rich; ,AR verified by SRAG-SEP List,1998-08-24 11:55:00,1998-08-27 23:55:00,1
gsep_146,psep_151,cdaw_sep_008,1998-09-24 18:45:00,1998-09-23 14:20:00,1998-09-25 01:30:00,1,,,,,,, ,gid_soho_1088,1998-09-23 06:40:00,1998-09-23 07:13:00,33,-9,18,M7.1,8340,FALSE,,44,33.32,1.58,,,466000,106000,,,44.1,1998-09-25 01:30:00,5406260,1998-09-23 06:57:00,,,1,P,,,,Probable ESP - SRAG-SEP,1998-09-24 06:45:00,1998-09-26 07:00:00,1
gsep_147,psep_152,cdaw_sep_009,1998-09-30 15:20:00,1998-09-30 14:20:00,1998-10-01 00:25:00,1160,,,,,,, ,gid_soho_1114,1998-09-30 13:08:00,1998-09-30 13:50:00,42,81,23,M2.8,8340,FALSE,,1160,802.19,78.5,8.25,1.59,32300000,2510000,445000,168000,1160.0,1998-10-01 00:25:00,550826624,1998-09-30 13:22:00,,,1,P,,,Fe-rich; ;p-rich; ,Flare location verified by SRAG-SEP List,1998-09-30 03:20:00,1998-10-01 23:30:00,1
gsep_148,psep_153,,1998-10-18 22:45:00,,,,,,,,,, ,,1998-10-18 01:34:00,1998-10-18 01:42:00,8,58,21,M2.4,8358,FALSE,,,4.79,1.73,,,412000,204000,,,4.24,1998-10-19 07:10:00,1855961,,,,0,P,,,Fe-rich;e-rich;p-poor; ,Flare data from SOHO/EIT flare catalog Rotti et al. (2020),1998-10-18 10:45:00,1998-10-19 23:15:00,0
gsep_149,psep_154,,1998-11-05 23:20:00,,,,lasco_1187,1998-11-05 20:00:42,1998-11-05 20:44:02,360,360,1118,1118,gid_soho_1224,1998-11-05 19:00:00,1998-11-05 19:55:00,55,18,22,M8.4,8375,TRUE,,,9.65,,,,967000,,,,9.55,1998-11-06 13:05:00,3308038,,1998-11-05 22:00:00,5000,0,P,,,Fe-poor; ; ; slow rise-peak at the shock,Type II Radio burst From CDAW list,1998-11-05 11:20:00,1998-11-07 00:00:00,0
gsep_150,,cdaw_sep_010,1998-11-08 02:45:00,1998-11-07 22:25:00,1998-11-08 02:45:00,11,,,,,,,,,,,,,,,,TRUE,,11,,,,,,,,,10.6,1998-11-08 02:45:00,1661057,,,,1,P,"Taken from CDAW -    ACE shock 08/04:00 UT (unrelated, 05/20:44 HCME)",,,,1998-11-07 14:45:00,1998-11-08 15:10:00,1
gsep_151,psep_155,cdaw_sep_011,1998-11-14 08:10:00,1998-11-14 06:30:00,1998-11-14 12:45:00,314,,,,,,, ,gid_soho_1301,1998-11-14 05:00:00,1998-11-14 05:08:00,8,127,28,C1.3,8375,FALSE,,314,245.35,51.97,11.01,2.59,9180000,2070000,542000,191000,314.0,1998-11-14 12:45:00,119716546,1998-11-14 05:06:00,,,1,P,,,Fe-rich; ;p-rich; ,Flare location verified by SRAG-SEP List,1998-11-13 20:10:00,1998-11-15 15:00:00,1
gsep_151_1,,,1998-11-22 07:00:00,,,,,,,,,,,,1998-11-22 06:30:00,1998-11-22 06:42:00,12,82,-27,X3.7,8384,FALSE,,,,,,,,,,,3.87,1998-11-22 09:25:00,635189,,,,0,P,,,,Flare data from LMSAL-HEK,1998-11-21 19:00:00,1998-11-22 15:10:00,0
gsep_151_2,,,1998-11-24 03:00:00,,,,,,1998-11-24 02:30:00,,,,,,1998-11-24 02:07:00,1998-11-24 02:20:00,13,81,-30,X1.0,8384,FALSE,,,,,,,,,,,2.51,1998-11-24 10:45:00,1432449,,,,0,P,,,,Flare data from LMSAL-HEK,1998-11-23 15:00:00,1998-11-25 18:00:00,0
gsep_151_3,,,1999-01-22 20:00:00,,,,,,,,,,,,1999-01-22 17:05:00,1999-01-22 17:24:00,19,44,19,M1.4,8440,FALSE,,,,,,,,,,,9.46,1999-01-22 22:45:00,981836,,,,0,P,,,,Flare data from LMSAL-HEK,1999-01-22 08:00:00,1999-01-23 00:00:00,0
gsep_152,psep_156,cdaw_sep_012,1999-01-23 10:35:00,1999-01-20 22:50:00,1999-01-23 11:53:00,14,,,,,,, ,gid_soho_1785,1999-01-20 19:06:00,1999-01-20 20:04:00,58,-95,27,M5.2,,TRUE,,14,11.76,1.91,0.9,,1850000,624000,324000,,14.1,1999-01-23 11:35:00,3949924,1999-01-20 19:14:00,,,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,Flare location verified by SRAG-SEP List; Behind Eastern Limb,1999-01-22 22:35:00,1999-01-24 00:00:00,1
gsep_153,psep_157,cdaw_sep_013,1999-04-24 18:40:00,1999-04-24 15:30:00,1999-04-25 00:55:00,32,lasco_1510,1999-04-24 12:54:22,1999-04-24 13:31:00,360,360,1495,1495,,,,,130,22,,8517,FALSE,,32,24.2,2.58,,,1450000,303000,,,31.8,1999-04-25 00:55:00,15307875,,,,1,P,,,Fe-poor; ;p-rich; no shock passage,Flare location verified by SRAG-SEP List,1999-04-24 06:40:00,1999-04-25 13:45:00,1
gsep_154,psep_158,cdaw_sep_014,1999-05-05 18:20:00,1999-05-04 03:00:00,1999-05-05 19:55:00,14,lasco_1537,1999-05-03 05:43:25,1999-05-03 06:06:00,360,360,1584,1584,gid_soho_2121,1999-05-03 05:36:00,1999-05-03 06:02:00,26,-32,15,M4.4,8525,FALSE,,14,11.56,,,,1390000,,,,14.0,1999-05-05 19:55:00,9077513,1999-05-03 05:50:00,1999-05-03 05:50:00,8000,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,1999-05-05 06:20:00,1999-05-06 23:55:00,1
gsep_154_1,,,1999-05-09 19:00:00,,,,,,1999-05-09 18:27:00,172,,615,,,1999-05-09 17:53:00,1999-05-09 18:07:00,14,90,23,M7.6,8526,FALSE,,,,,,,,,,,2.14,1999-05-09 22:30:00,321788,,,,0,P,,,,Behind Western Limb; Flare data from LMSAL-HEK,1999-05-09 07:00:00,1999-05-10 01:00:00,0
gsep_155,psep_159,,1999-05-27 11:15:00,,,,lasco_1607,1999-05-27 10:32:55,1999-05-27 11:06:05,360,360,1691,1691,gid_soho_2265,,,,144,25,,8549,FALSE,,,8.18,2.15,,,446000,199000,,,9.02,1999-05-27 14:10:00,2144805,,,,0,P,,,Fe-poor; ;p-rich; no shock passage,Flare location verified by SRAG-SEP List; Behind Western Limb,1999-05-26 23:15:00,1999-05-27 23:45:00,0
gsep_156,psep_160,cdaw_sep_015,1999-06-02 02:50:00,1999-06-01 21:00:00,1999-06-02 10:10:00,48,lasco_1622,1999-06-01 18:26:32,1999-06-01 19:37:00,360,360,1772,1772,,,,,,,,,TRUE,,48,36.79,5.54,1.42,0.67,2830000,507000,180000,84400,48.2,1999-06-02 10:10:00,39998908,,,,1,P,,,Fe-rich; ;p-rich; ,Behind Western Limb - SRAG-SEP,1999-06-01 14:50:00,1999-06-03 23:55:00,1
gsep_157,psep_161,cdaw_sep_016,1999-06-04 09:25:00,1999-06-04 08:30:00,1999-06-04 10:55:00,64,lasco_1634,1999-06-04 06:38:43,1999-06-04 07:26:00,150,150,2230,2230,gid_soho_2327,1999-06-04 06:52:00,1999-06-04 07:03:00,11,69,17,M3.9,8552,FALSE,,64,46.24,3.42,0.95,,3360000,525000,235000,,64.0,1999-06-04 10:55:00,41982523,1999-06-04 07:02:00,1999-06-04 07:05:00,14000,1,P,,,Fe-rich; ;p-rich; ,,1999-06-03 21:25:00,1999-06-05 17:40:00,1
gsep_157_1,,,1999-06-11 02:15:00,,,,,,1999-06-11 01:27:00,101,,719,,,1999-06-11 01:05:00,1999-06-11 01:10:00,5,,,C1.0,,TRUE,,,,,,,,,,,4.58,1999-06-11 03:35:00,554799,,,,0,P,,,,Behind Western Limb; Flare data from LMSAL-HEK,1999-06-10 14:15:00,1999-06-11 09:00:00,0
gsep_157_2,,,1999-06-25 10:00:00,,,,,,1999-06-24 13:31:00,360,,975,,,1999-06-24 12:04:00,1999-06-24 14:12:00,128,13,29,C4.1,8595,FALSE,,,,,,,,,,,1.28,1999-06-26 09:40:00,568616,,,,0,P,,,,Flare data from LMSAL-HEK,1999-06-24 22:00:00,1999-06-27 03:00:00,0
gsep_157_3,,,1999-11-17 19:00:00,,,,,,,,,,,,1999-11-17 09:47:00,1999-11-17 09:57:00,10,-21,17,M7.4,8766,FALSE,,,,,,,,,,,1.59,1999-11-19 07:10:00,1008600,,,,0,P,,,,Flare data from LMSAL-HEK,1999-11-17 07:00:00,1999-11-19 12:40:00,0
gsep_158,psep_162,cdaw_sep_017,2000-02-18 11:30:00,2000-02-18 10:05:00,2000-02-18 12:15:00,13,lasco_2498,2000-02-17 19:51:47,2000-02-18 21:54:00,118,118,890,890,gid_soho_3872,,,,103,27,,8858,FALSE,,13,10.79,2.72,0.95,0.53,372000,114000,51800,26200,13.0,2000-02-18 12:15:00,2206718,2000-02-18 09:19:00,,,1,P,,,Fe-rich; ;p-rich; ,CME and flare location verified by SRAG-SEP List; Flaring AR behind Sun,2000-02-17 23:30:00,2000-02-18 17:25:00,1
gsep_159,psep_163,cdaw_sep_018,2000-04-04 20:55:00,2000-04-04 17:00:00,2000-04-05 09:30:00,55,lasco_2735,2000-04-04 14:42:31,2000-04-04 16:32:00,360,360,1188,1188,gid_soho_4317,2000-04-04 15:12:00,2000-04-04 15:41:00,29,66,16,C9.7,8933,FALSE,,55,39.25,1.44,,,2330000,231000,,,55.8,2000-04-05 09:30:00,31786119,2000-04-04 15:25:00,2000-04-04 15:45:00,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,2000-04-04 08:55:00,2000-04-06 02:35:00,1
gsep_160,psep_164,,2000-05-15 22:05:00,,,,lasco_2941,2000-05-15 15:36:07,2000-05-15 16:26:05,165,165,1212,1212,gid_soho_4571,2000-05-15 15:46:00,2000-05-15 16:01:00,15,67,-24,C7.8,8993,FALSE,,,2.38,,,,239000,,,,1.86,2000-05-16 01:25:00,974164,,2000-05-15 16:47:00,4800,0,P,,,Fe-rich;e-rich;p-poor; ,Multiple rises until 18th May; Type II Radio burst From CDAW list,2000-05-15 10:05:00,2000-05-17 07:25:00,0
gsep_161,psep_165,cdaw_sep_019,2000-06-07 13:35:00,2000-06-06 22:20:00,2000-06-08 09:40:00,84,lasco_3041,2000-06-06 15:11:52,2000-06-06 15:54:00,360,360,1119,1119,gid_soho_4756,2000-06-06 14:58:00,2000-06-06 15:25:00,27,-18,20,X2.3,9026,FALSE,,84,60.14,1.62,,,3760000,277000,,,84.3,2000-06-08 09:40:00,58689186,2000-06-06 15:16:00,2000-06-06 15:20:00,14000,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,2000-06-07 01:35:00,2000-06-09 11:30:00,1
gsep_162,psep_166,cdaw_sep_020,2000-06-10 18:05:00,2000-06-10 17:40:00,2000-06-10 20:45:00,46,lasco_3066,2000-06-10 16:34:39,2000-06-10 17:08:00,360,360,1108,1108,gid_soho_4785,2000-06-10 16:40:00,2000-06-10 17:02:00,22,38,22,M5.2,9026,FALSE,,46,35.26,9.83,2.85,0.85,1530000,314000,106000,45800,46.0,2000-06-10 20:45:00,19916290,2000-06-10 16:55:00,2000-06-10 17:15:00,10000,1,P,,,Fe-rich; ;p-rich; ,,2000-06-10 06:05:00,2000-06-11 18:00:00,1
gsep_162_1,,,2000-06-17 07:00:00,,,,,,2000-06-17 03:28:00,133,,857,,,2000-06-17 02:25:00,2000-06-17 02:37:00,12,72,22,M3.5,9033,FALSE,,,,,,,,,,,3.87,2000-06-18 04:45:00,1232750,,2000-06-17 03:00:00,14000,0,P,,,,Type II Radio burst From CDAW list; Flare data from LMSAL-HEK,2000-06-16 19:00:00,2000-06-18 16:20:00,0
gsep_163,psep_167,,2000-06-25 11:35:00,,,,lasco_3143,2000-06-25 07:34:44,2000-06-25 07:54:13,165,165,1617,1617,gid_soho_4884,2000-06-25 07:17:00,2000-06-25 07:52:00,35,55,16,M1.9,9046,FALSE,,,4.3,,,,553000,,,,4.57,2000-06-26 01:30:00,1834967,,2000-06-25 08:10:00,12000,0,P,,,Fe-poor; ;p-rich; no shock passage,Type II Radio burst From CDAW list,2000-06-24 23:35:00,2000-06-26 12:25:00,0
gsep_164,psep_168,,2000-07-12 19:40:00,,,,lasco_3248,2000-07-12 19:44:17,2000-07-12 20:30:05,101,101,820,820,gid_soho_5002,2000-07-12 18:41:00,2000-07-12 18:49:00,8,64,16,M5.7,9070,FALSE,,,7.32,,,,327000,,,,8.61,2000-07-13 15:05:00,2046490,,2000-07-12 20:05:00,6000,0,P,,,,Probable ESP - SRAG-SEP,2000-07-12 07:40:00,2000-07-13 16:30:00,0
gsep_165,psep_169,cdaw_sep_021,2000-07-14 10:45:00,2000-07-14 10:35:00,2000-07-15 12:30:00,24000,lasco_3258,2000-07-14 10:17:40,2000-07-14 10:54:00,360,360,1674,1674,gid_soho_5021,2000-07-14 10:03:00,2000-07-14 10:24:00,21,7,22,X5.7,9077,FALSE,,24000,18133.72,3467.59,639.84,203.39,39600000,217000000,33300000,6610000,24000.0,2000-07-15 12:30:00,16094070911,2000-07-14 10:19:00,2000-07-14 10:30:00,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,2000-07-13 22:45:00,2000-07-16 03:55:00,1
gsep_166,psep_170,cdaw_sep_022,2000-07-22 13:20:00,2000-07-22 12:25:00,2000-07-23 14:05:00,17,lasco_3282,2000-07-22 11:10:54,2000-07-22 11:54:00,229,259,1230,1230,gid_soho_5108,2000-07-22 11:17:00,2000-07-22 11:34:00,17,56,14,M3.7,9085,FALSE,,17,14.07,3.38,0.99,0.49,629000,157000,71000,36600,17.6,2000-07-22 14:05:00,6391357,2000-07-22 11:25:00,2000-07-22 11:45:00,14000,1,P,,,Fe-poor; ;p-rich; no shock passage,,2000-07-22 01:20:00,2000-07-23 05:30:00,1
gsep_167,psep_171,cdaw_sep_023,2000-07-28 10:50:00,2000-07-28 01:45:00,2000-07-28 05:20:00,12,lasco_3301,2000-07-27 19:03:38,2000-07-27 19:54:00,360,360,905,905,,2000-07-27 23:37:00,2000-07-27 23:42:00,5,78,11,M1.2,9090,FALSE,,12,15.71,1.31,,,615000,161000,,,18.5,2000-07-28 11:30:00,2105955,,,,1,P,Uncertain C or M-class flare,,,Probable ESP - SRAG-SEP,2000-07-27 22:50:00,2000-07-28 18:35:00,1
gsep_168,,cdaw_sep_024,2000-08-11 16:50:00,2000-08-11 14:30:00,2000-08-11 16:55:00,17,,,2000-08-11 16:54:00,271,,300,,,,,,,,,,TRUE,,17,,,,,,,,,17.5,2000-08-11 16:55:00,616693,,,,1,P,"Taken from CDAW -   SOHO shock 11/18:19 UT (unrelated, 09/16:30 HCME)",,,Backside event; Probable ESP - SRAG-SEP,2000-08-11 04:50:00,2000-08-11 19:20:00,1
gsep_169,psep_172,,2000-08-13 00:45:00,,,,lasco_3382,2000-08-12 14:45:44,2000-08-12 15:54:05,117,117,499,499,,2000-08-12 09:45:00,2000-08-12 09:56:00,11,79,16,M1.1,9119,TRUE,,,4.34,,,,274000,,,,4.92,2000-08-13 06:35:00,984452,,,,0,P,,,,Ambiguous Event - SRAG-SEP,2000-08-12 12:45:00,2000-08-13 17:25:00,0
gsep_170,psep_173,cdaw_sep_025,2000-09-12 16:00:00,2000-09-12 13:50:00,2000-09-13 03:40:00,321,lasco_3525,2000-09-12 11:37:54,2000-09-12 11:54:00,360,360,1550,1550,gid_soho_5378,2000-09-12 11:31:00,2000-09-12 12:13:00,42,9,-17,M1.0,9163,TRUE,,321,222.17,6.74,1.05,0.47,15700000,963000,270000,118000,321.0,2000-09-13 03:40:00,221092662,2000-09-12 11:33:00,2000-09-12 12:00:00,14000,1,P,,,Fe-rich; ;p-rich; ,,2000-09-12 04:00:00,2000-09-14 07:30:00,1
gsep_171,psep_174,cdaw_sep_026,2000-10-16 11:25:00,2000-10-16 08:10:00,2000-10-16 18:40:00,15,lasco_3685,2000-10-16 06:40:53,2000-10-16 07:27:00,360,360,1336,1336,gid_soho_5632,2000-10-16 06:40:00,2000-10-16 07:28:00,48,107,4,M2.5,9182,TRUE,,15,12.05,3.1,0.85,0.45,1340000,371000,165000,84700,15.1,2000-10-16 18:40:00,12047581,2000-10-16 07:08:00,2000-10-16 07:10:00,14000,1,P,,,Fe-rich; ;p-rich; ,Behind Western Limb - SRAG-SEP,2000-10-15 23:25:00,2000-10-17 17:30:00,1
